Info 0    [01:11:21.045] Starting TS Server
Info 30   [01:11:33.689] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 6 structureChanged: false structureIsReused:: Completely Elapsed: 16.70118600130081ms
Info 31   [01:11:33.689] Different program with same set of files
Info 32   [01:11:35.392] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 33   [01:11:35.422] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 7 structureChanged: false structureIsReused:: Completely Elapsed: 29.360588997602463ms
Info 34   [01:11:35.422] Different program with same set of files
Info 35   [01:11:35.672] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 36   [01:11:35.689] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 8 structureChanged: false structureIsReused:: Completely Elapsed: 16.633956000208855ms
Info 37   [01:11:35.689] Different program with same set of files
Info 38   [01:11:35.724] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 39   [01:11:35.748] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 9 structureChanged: false structureIsReused:: Completely Elapsed: 23.766157001256943ms
Info 40   [01:11:35.748] Different program with same set of files
Info 41   [01:11:59.324] Format host information updated
Info 42   [01:11:59.572] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 43   [01:11:59.591] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 10 structureChanged: false structureIsReused:: Completely Elapsed: 19.06232799589634ms
Info 44   [01:11:59.592] Different program with same set of files
Info 45   [01:12:06.984] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 46   [01:12:07.014] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 11 structureChanged: false structureIsReused:: Completely Elapsed: 29.730825997889042ms
Info 47   [01:12:07.014] Different program with same set of files
Info 48   [01:12:07.027] getCompletionData: Get current token: 0.110725998878479
Info 49   [01:12:07.028] getCompletionData: Is inside comment: 0.17126599699258804
Info 50   [01:12:07.029] getCompletionData: Get previous token: 0.41696399450302124
Info 51   [01:12:07.031] getCompletionsAtPosition: isCompletionListBlocker: 0.9854239970445633
Info 52   [01:12:07.075] getExportInfoMap: cache miss or empty; calculating new results
Info 53   [01:12:07.172] getExportInfoMap: done in 97.90387200564146 ms
Info 54   [01:12:07.188] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 55   [01:12:07.188] collectAutoImports: response is complete
Info 56   [01:12:07.188] collectAutoImports: 14.940122999250889
Info 57   [01:12:07.188] getCompletionData: Semantic work: 157.56724700331688
Info 58   [01:12:07.277] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 86.50210200250149
Info 59   [01:12:07.594] getCompletionData: Get current token: 0.05913000553846359
Info 60   [01:12:07.594] getCompletionData: Is inside comment: 0.017371997237205505
Info 61   [01:12:07.595] getCompletionData: Get previous token: 0.2745169997215271
Info 62   [01:12:07.595] getCompletionsAtPosition: isCompletionListBlocker: 0.034880995750427246
Info 63   [01:12:07.616] getExportInfoMap: cache hit
Info 64   [01:12:07.629] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 65   [01:12:07.630] collectAutoImports: response is complete
Info 66   [01:12:07.630] collectAutoImports: 10.422743000090122
Info 67   [01:12:07.630] getCompletionData: Semantic work: 34.23129699379206
Info 68   [01:12:07.685] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 55.41969099640846
Info 69   [01:12:07.694] getCompletionData: Get current token: 0.03241200000047684
Info 70   [01:12:07.694] getCompletionData: Is inside comment: 0.009541995823383331
Info 71   [01:12:07.694] getCompletionData: Get previous token: 0.15212900191545486
Info 72   [01:12:07.694] getCompletionsAtPosition: isCompletionListBlocker: 0.010715998709201813
Info 73   [01:12:07.705] getExportInfoMap: cache hit
Info 74   [01:12:07.717] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 75   [01:12:07.717] collectAutoImports: response is complete
Info 76   [01:12:07.717] collectAutoImports: 11.161080993711948
Info 77   [01:12:07.717] getCompletionData: Semantic work: 22.956286996603012
Info 78   [01:12:07.775] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 49.71931799501181
Info 79   [01:12:07.786] getCompletionData: Get current token: 0.033469997346401215
Info 80   [01:12:07.786] getCompletionData: Is inside comment: 0.009957000613212585
Info 81   [01:12:07.786] getCompletionData: Get previous token: 0.14290499687194824
Info 82   [01:12:07.786] getCompletionsAtPosition: isCompletionListBlocker: 0.008005999028682709
Info 83   [01:12:07.799] getExportInfoMap: cache hit
Info 84   [01:12:07.821] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 85   [01:12:07.821] collectAutoImports: response is complete
Info 86   [01:12:07.821] collectAutoImports: 14.453763000667095
Info 87   [01:12:07.821] getCompletionData: Semantic work: 34.603805996477604
Info 88   [01:12:07.869] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 47.34426400065422
Info 89   [01:12:07.877] getCompletionData: Get current token: 0.04089699685573578
Info 90   [01:12:07.877] getCompletionData: Is inside comment: 0.016851000487804413
Info 91   [01:12:07.877] getCompletionData: Get previous token: 0.13920199871063232
Info 92   [01:12:07.877] getCompletionsAtPosition: isCompletionListBlocker: 0.01208600401878357
Info 93   [01:12:07.892] getExportInfoMap: cache hit
Info 94   [01:12:07.899] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 95   [01:12:07.899] collectAutoImports: response is complete
Info 96   [01:12:07.900] collectAutoImports: 6.082147002220154
Info 97   [01:12:07.900] getCompletionData: Semantic work: 22.689142003655434
Info 98   [01:12:07.936] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 35.05273399502039
Info 99   [01:12:07.943] getCompletionData: Get current token: 0.02883800119161606
Info 100  [01:12:07.943] getCompletionData: Is inside comment: 0.010549001395702362
Info 101  [01:12:07.943] getCompletionData: Get previous token: 0.13188699632883072
Info 102  [01:12:07.943] getCompletionsAtPosition: isCompletionListBlocker: 0.012359999120235443
Info 103  [01:12:07.949] getExportInfoMap: cache hit
Info 104  [01:12:07.954] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 105  [01:12:07.954] collectAutoImports: response is complete
Info 106  [01:12:07.954] collectAutoImports: 3.8806269988417625
Info 107  [01:12:07.954] getCompletionData: Semantic work: 10.379343993961811
Info 108  [01:12:07.975] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 21.323595002293587
Info 109  [01:12:07.984] getCompletionData: Get current token: 0.028200000524520874
Info 110  [01:12:07.984] getCompletionData: Is inside comment: 0.009876996278762817
Info 111  [01:12:07.984] getCompletionData: Get previous token: 0.12703000009059906
Info 112  [01:12:07.984] getCompletionsAtPosition: isCompletionListBlocker: 0.008111000061035156
Info 113  [01:12:07.989] getExportInfoMap: cache hit
Info 114  [01:12:08.004] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 115  [01:12:08.005] collectAutoImports: response is complete
Info 116  [01:12:08.005] collectAutoImports: 10.845807000994682
Info 117  [01:12:08.005] getCompletionData: Semantic work: 21.215199001133442
Info 118  [01:12:08.047] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 40.05067499727011
Info 119  [01:12:08.058] getCompletionData: Get current token: 0.048148997128009796
Info 120  [01:12:08.058] getCompletionData: Is inside comment: 0.012846000492572784
Info 121  [01:12:08.059] getCompletionData: Get previous token: 0.20457900315523148
Info 122  [01:12:08.059] getCompletionsAtPosition: isCompletionListBlocker: 0.00985100120306015
Info 123  [01:12:08.067] getExportInfoMap: cache hit
Info 124  [01:12:08.077] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 125  [01:12:08.077] collectAutoImports: response is complete
Info 126  [01:12:08.077] collectAutoImports: 9.113692000508308
Info 127  [01:12:08.077] getCompletionData: Semantic work: 18.046158999204636
Info 128  [01:12:08.097] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 19.475416995584965
Info 129  [01:12:10.207] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 130  [01:12:10.230] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 12 structureChanged: false structureIsReused:: Completely Elapsed: 21.782894998788834ms
Info 131  [01:12:10.230] Different program with same set of files
Info 132  [01:12:10.569] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 133  [01:12:10.592] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 13 structureChanged: false structureIsReused:: Completely Elapsed: 22.557773999869823ms
Info 134  [01:12:10.592] Different program with same set of files
Info 135  [01:12:11.110] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 136  [01:12:11.130] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 14 structureChanged: false structureIsReused:: Completely Elapsed: 20.00967900454998ms
Info 137  [01:12:11.130] Different program with same set of files
Info 138  [01:12:12.573] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 139  [01:12:12.620] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 15 structureChanged: false structureIsReused:: Completely Elapsed: 46.442552998661995ms
Info 140  [01:12:12.620] Different program with same set of files
Info 141  [01:14:46.719] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 142  [01:14:46.745] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 16 structureChanged: false structureIsReused:: Completely Elapsed: 25.20014100521803ms
Info 143  [01:14:46.745] Different program with same set of files
Info 144  [01:14:50.437] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 145  [01:14:50.463] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 17 structureChanged: false structureIsReused:: Completely Elapsed: 25.679061003029346ms
Info 146  [01:14:50.463] Different program with same set of files
Info 147  [01:14:50.828] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 148  [01:14:50.848] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 18 structureChanged: false structureIsReused:: Completely Elapsed: 19.36226300150156ms
Info 149  [01:14:50.848] Different program with same set of files
Info 150  [01:14:55.797] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 151  [01:14:55.841] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 19 structureChanged: false structureIsReused:: Completely Elapsed: 43.05961100012064ms
Info 152  [01:14:55.841] Different program with same set of files
Info 153  [01:15:00.576] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 154  [01:15:00.605] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 20 structureChanged: false structureIsReused:: Completely Elapsed: 28.688453003764153ms
Info 155  [01:15:00.606] Different program with same set of files
Info 156  [01:15:01.922] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 157  [01:15:01.959] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 21 structureChanged: false structureIsReused:: Completely Elapsed: 36.98083899915218ms
Info 158  [01:15:01.959] Different program with same set of files
Info 159  [01:15:06.340] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 160  [01:15:06.358] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 22 structureChanged: false structureIsReused:: Completely Elapsed: 18.694146998226643ms
Info 161  [01:15:06.359] Different program with same set of files
Info 162  [01:15:06.993] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 163  [01:15:07.038] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 23 structureChanged: false structureIsReused:: Completely Elapsed: 44.752546004951ms
Info 164  [01:15:07.039] Different program with same set of files
Info 165  [01:15:10.380] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 166  [01:15:10.408] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 24 structureChanged: false structureIsReused:: Completely Elapsed: 27.448235996067524ms
Info 167  [01:15:10.408] Different program with same set of files
Info 168  [01:15:10.996] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 169  [01:15:11.034] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 25 structureChanged: false structureIsReused:: Completely Elapsed: 37.49193700402975ms
Info 170  [01:15:11.034] Different program with same set of files
Info 171  [01:15:11.037] getCompletionData: Get current token: 0.05499400198459625
Info 172  [01:15:11.037] getCompletionData: Is inside comment: 0.0198419988155365
Info 173  [01:15:11.037] getCompletionData: Get previous token: 0.19672700017690659
Info 174  [01:15:11.038] getCompletionsAtPosition: isCompletionListBlocker: 0.37745700031518936
Info 175  [01:15:11.054] getExportInfoMap: cache hit
Info 176  [01:15:11.077] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 177  [01:15:11.078] collectAutoImports: response is complete
Info 178  [01:15:11.078] collectAutoImports: 22.047100998461246
Info 179  [01:15:11.078] getCompletionData: Semantic work: 39.80221500247717
Info 180  [01:15:11.129] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 50.42400499433279
Info 181  [01:15:11.351] getCompletionData: Get current token: 0.02910599857568741
Info 182  [01:15:11.351] getCompletionData: Is inside comment: 0.01896899938583374
Info 183  [01:15:11.352] getCompletionData: Get previous token: 0.09651199728250504
Info 184  [01:15:11.352] getCompletionsAtPosition: isCompletionListBlocker: 0.18452800065279007
Info 185  [01:15:11.358] getExportInfoMap: cache hit
Info 186  [01:15:11.373] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 187  [01:15:11.374] collectAutoImports: response is complete
Info 188  [01:15:11.374] collectAutoImports: 15.646592006087303
Info 189  [01:15:11.375] getCompletionData: Semantic work: 22.65040499716997
Info 190  [01:15:11.435] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 56.28517499566078
Info 191  [01:15:11.448] getCompletionData: Get current token: 0.040449999272823334
Info 192  [01:15:11.449] getCompletionData: Is inside comment: 0.01298900693655014
Info 193  [01:15:11.449] getCompletionData: Get previous token: 0.1447710022330284
Info 194  [01:15:11.449] getCompletionsAtPosition: isCompletionListBlocker: 0.08570300042629242
Info 195  [01:15:11.457] getExportInfoMap: cache hit
Info 196  [01:15:11.473] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 197  [01:15:11.474] collectAutoImports: response is complete
Info 198  [01:15:11.474] collectAutoImports: 16.10588499903679
Info 199  [01:15:11.474] getCompletionData: Semantic work: 24.575263999402523
Info 200  [01:15:11.534] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 60.34518999606371
Info 201  [01:15:11.552] getCompletionData: Get current token: 0.09905199706554413
Info 202  [01:15:11.552] getCompletionData: Is inside comment: 0.05705399811267853
Info 203  [01:15:11.554] getCompletionData: Get previous token: 0.3146670013666153
Info 204  [01:15:11.555] getCompletionsAtPosition: isCompletionListBlocker: 0.19490300118923187
Info 205  [01:15:11.572] getExportInfoMap: cache hit
Info 206  [01:15:11.588] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 207  [01:15:11.589] collectAutoImports: response is complete
Info 208  [01:15:11.589] collectAutoImports: 15.300146996974945
Info 209  [01:15:11.589] getCompletionData: Semantic work: 33.481619998812675
Info 210  [01:15:11.649] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 52.82500999420881
Info 211  [01:15:11.666] getCompletionData: Get current token: 0.03678300231695175
Info 212  [01:15:11.667] getCompletionData: Is inside comment: 0.03704700618982315
Info 213  [01:15:11.667] getCompletionData: Get previous token: 0.2618179991841316
Info 214  [01:15:11.668] getCompletionsAtPosition: isCompletionListBlocker: 0.16237500309944153
Info 215  [01:15:11.737] getExportInfoMap: cache hit
Info 216  [01:15:11.755] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 217  [01:15:11.756] collectAutoImports: response is complete
Info 218  [01:15:11.756] collectAutoImports: 17.51469899713993
Info 219  [01:15:11.757] getCompletionData: Semantic work: 88.43581700325012
Info 220  [01:15:11.818] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 59.651370003819466
Info 221  [01:15:11.860] getCompletionData: Get current token: 0.0367170050740242
Info 222  [01:15:11.860] getCompletionData: Is inside comment: 0.011138997972011566
Info 223  [01:15:11.860] getCompletionData: Get previous token: 0.14652300626039505
Info 224  [01:15:11.860] getCompletionsAtPosition: isCompletionListBlocker: 0.0444599986076355
Info 225  [01:15:11.901] getExportInfoMap: cache hit
Info 226  [01:15:11.925] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 227  [01:15:11.925] collectAutoImports: response is complete
Info 228  [01:15:11.925] collectAutoImports: 15.224555999040604
Info 229  [01:15:11.925] getCompletionData: Semantic work: 64.99980299919844
Info 230  [01:15:11.961] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 31.070027001202106
Info 231  [01:15:11.989] getCompletionData: Get current token: 0.0438929945230484
Info 232  [01:15:11.989] getCompletionData: Is inside comment: 0.013259001076221466
Info 233  [01:15:11.989] getCompletionData: Get previous token: 0.16771200299263
Info 234  [01:15:11.989] getCompletionsAtPosition: isCompletionListBlocker: 0.05406399816274643
Info 235  [01:15:12.017] getExportInfoMap: cache hit
Info 236  [01:15:12.043] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 237  [01:15:12.045] collectAutoImports: response is complete
Info 238  [01:15:12.045] collectAutoImports: 24.78150899708271
Info 239  [01:15:12.045] getCompletionData: Semantic work: 55.57135900110006
Info 240  [01:15:12.197] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 151.65741200000048
Info 241  [01:15:12.219] getCompletionData: Get current token: 0.08892899751663208
Info 242  [01:15:12.220] getCompletionData: Is inside comment: 0.08209700137376785
Info 243  [01:15:12.223] getCompletionData: Get previous token: 3.2491200044751167
Info 244  [01:15:12.225] getCompletionsAtPosition: isCompletionListBlocker: 0.3363339975476265
Info 245  [01:15:12.245] getExportInfoMap: cache hit
Info 246  [01:15:12.277] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 247  [01:15:12.277] collectAutoImports: response is complete
Info 248  [01:15:12.278] collectAutoImports: 29.90175700187683
Info 249  [01:15:12.278] getCompletionData: Semantic work: 53.07200700044632
Info 250  [01:15:12.345] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 66.45368899405003
Info 251  [01:15:12.383] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 252  [01:15:12.418] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 26 structureChanged: false structureIsReused:: Completely Elapsed: 34.08101200312376ms
Info 253  [01:15:12.418] Different program with same set of files
Info 254  [01:15:12.421] getCompletionData: Get current token: 0.07021600008010864
Info 255  [01:15:12.421] getCompletionData: Is inside comment: 0.031651005148887634
Info 256  [01:15:12.421] getCompletionData: Get previous token: 0.24176999926567078
Info 257  [01:15:12.422] getCompletionsAtPosition: isCompletionListBlocker: 0.13349999487400055
Info 258  [01:15:12.430] getExportInfoMap: cache hit
Info 259  [01:15:12.437] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 260  [01:15:12.437] collectAutoImports: response is complete
Info 261  [01:15:12.437] collectAutoImports: 6.516713000833988
Info 262  [01:15:12.437] getCompletionData: Semantic work: 15.035341002047062
Info 263  [01:15:12.462] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 23.990344002842903
Info 264  [01:15:12.486] getCompletionData: Get current token: 0.05722600221633911
Info 265  [01:15:12.486] getCompletionData: Is inside comment: 0.01506900042295456
Info 266  [01:15:12.487] getCompletionData: Get previous token: 0.15372099727392197
Info 267  [01:15:12.487] getCompletionsAtPosition: isCompletionListBlocker: 0.045969001948833466
Info 268  [01:15:12.493] getExportInfoMap: cache hit
Info 269  [01:15:12.499] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 270  [01:15:12.499] collectAutoImports: response is complete
Info 271  [01:15:12.500] collectAutoImports: 5.5042759999632835
Info 272  [01:15:12.500] getCompletionData: Semantic work: 12.842844001948833
Info 273  [01:15:12.540] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 31.527142003178596
Info 274  [01:15:12.558] getCompletionData: Get current token: 0.04067700356245041
Info 275  [01:15:12.558] getCompletionData: Is inside comment: 0.014254003763198853
Info 276  [01:15:12.559] getCompletionData: Get previous token: 1.487865000963211
Info 277  [01:15:12.560] getCompletionsAtPosition: isCompletionListBlocker: 0.055267006158828735
Info 278  [01:15:12.581] getExportInfoMap: cache hit
Info 279  [01:15:12.586] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 280  [01:15:12.586] collectAutoImports: response is complete
Info 281  [01:15:12.587] collectAutoImports: 5.492040999233723
Info 282  [01:15:12.587] getCompletionData: Semantic work: 26.745732001960278
Info 283  [01:15:12.629] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 41.83668000251055
Info 284  [01:15:12.637] getCompletionData: Get current token: 0.03559200465679169
Info 285  [01:15:12.637] getCompletionData: Is inside comment: 0.0121690034866333
Info 286  [01:15:12.637] getCompletionData: Get previous token: 0.12317900359630585
Info 287  [01:15:12.638] getCompletionsAtPosition: isCompletionListBlocker: 0.04636600613594055
Info 288  [01:15:12.643] getExportInfoMap: cache hit
Info 289  [01:15:12.648] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 290  [01:15:12.648] collectAutoImports: response is complete
Info 291  [01:15:12.648] collectAutoImports: 4.70491299778223
Info 292  [01:15:12.648] getCompletionData: Semantic work: 10.638186998665333
Info 293  [01:15:12.666] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 13.551744997501373
Info 294  [01:15:12.671] getCompletionData: Get current token: 0.03740100562572479
Info 295  [01:15:12.671] getCompletionData: Is inside comment: 0.010825000703334808
Info 296  [01:15:12.671] getCompletionData: Get previous token: 0.12529899924993515
Info 297  [01:15:12.671] getCompletionsAtPosition: isCompletionListBlocker: 0.057426996529102325
Info 298  [01:15:12.675] getExportInfoMap: cache hit
Info 299  [01:15:12.678] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 300  [01:15:12.678] collectAutoImports: response is complete
Info 301  [01:15:12.678] collectAutoImports: 3.0520009994506836
Info 302  [01:15:12.679] getCompletionData: Semantic work: 6.982893005013466
Info 303  [01:15:12.690] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 11.902965001761913
Info 304  [01:15:12.702] getCompletionData: Get current token: 0.07179199904203415
Info 305  [01:15:12.710] getCompletionData: Is inside comment: 0.0726580023765564
Info 306  [01:15:12.711] getCompletionData: Get previous token: 0.3067210018634796
Info 307  [01:15:12.711] getCompletionsAtPosition: isCompletionListBlocker: 0.10067199915647507
Info 308  [01:15:12.719] getExportInfoMap: cache hit
Info 309  [01:15:12.724] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 310  [01:15:12.724] collectAutoImports: response is complete
Info 311  [01:15:12.724] collectAutoImports: 4.1148229986429214
Info 312  [01:15:12.724] getCompletionData: Semantic work: 13.206033997237682
Info 313  [01:15:12.736] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 11.945704996585846
Info 314  [01:15:12.742] getCompletionData: Get current token: 0.04224500060081482
Info 315  [01:15:12.742] getCompletionData: Is inside comment: 0.01183299720287323
Info 316  [01:15:12.742] getCompletionData: Get previous token: 0.1471880003809929
Info 317  [01:15:12.742] getCompletionsAtPosition: isCompletionListBlocker: 0.050881996750831604
Info 318  [01:15:12.746] getExportInfoMap: cache hit
Info 319  [01:15:12.750] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 320  [01:15:12.750] collectAutoImports: response is complete
Info 321  [01:15:12.750] collectAutoImports: 3.3305139988660812
Info 322  [01:15:12.750] getCompletionData: Semantic work: 7.81411200016737
Info 323  [01:15:12.762] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 11.880618996918201
Info 324  [01:15:12.768] getCompletionData: Get current token: 0.033049002289772034
Info 325  [01:15:12.768] getCompletionData: Is inside comment: 0.008299998939037323
Info 326  [01:15:12.768] getCompletionData: Get previous token: 0.11039300262928009
Info 327  [01:15:12.768] getCompletionsAtPosition: isCompletionListBlocker: 0.04394499957561493
Info 328  [01:15:12.773] getExportInfoMap: cache hit
Info 329  [01:15:12.778] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 330  [01:15:12.778] collectAutoImports: response is complete
Info 331  [01:15:12.778] collectAutoImports: 3.949165999889374
Info 332  [01:15:12.778] getCompletionData: Semantic work: 9.612896993756294
Info 333  [01:15:12.790] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 11.92544399946928
Info 334  [01:15:12.796] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
